image_id,Tibia-Femur (last),Tibia-Femur (third_last),Tibia-Femur (fifth_last),Tibia-Background (last),Tibia-Background (third_last),Tibia-Background (fifth_last),Femur-Background (last),Femur-Background (third_last),Femur-Background (fifth_last)
3702_left_knee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
